idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo925,geo850,nieve,geo700
B051A,2.691486,2026-04-13T03:00:00+0000,1.2,5.0,11.1,2.6,42.0,39.795554,23.0,SÓLLER,90.0,11.9,12.0,12.2,,1.6,,,10.4,,71.0,,,,,,,,,,,,,,,,,
B087X,2.512777,2026-04-13T03:00:00+0000,1.8,60.0,9.8,5.7,44.0,39.689166,37.0,BANYALBUFAR ,94.0,11.4,11.4,11.8,,,,,,,,,,,,,,,,,,,,,,,,
B103B,2.368936,2026-04-13T03:00:00+0000,1.8,52.0,6.3,1.2,36.0,39.579472,35.0,ANDRATX - SANT ELM,94.0,11.5,11.5,11.9,1000.1,0.8,,,,,49.0,,,,,,,,,,,,,,,,,
B158X,2.466476,2026-04-13T03:00:00+0000,0.0,50.0,4.3,1.3,3.0,39.551468,47.0,ES CAPDELLÀ- SON VIC NOU ,91.0,12.0,12.0,12.2,,,,,,,,,,,,,,,,,,,,,,,,
B228,2.625268,2026-04-13T03:00:00+0000,0.1,3.0,1.6,0.0,65.0,39.554258,79.0,PALMA-PORTOPÍ,95.0,13.2,13.3,13.5,1004.9,,,1005.2,12.5,,,,,,,0.0,,,,,,,,,,,,
B236C,2.643755,2026-04-13T03:00:00+0000,0.4,95.0,5.1,1.9,24.0,39.642164,25.0,PALMA-UNIVERSITAT,94.0,11.3,11.3,11.5,,,,,,,,,,,,,,,,,,,,,,,,
B248,2.713058,2026-04-13T03:00:00+0000,0.7,1030.0,13.0,7.8,340.0,39.734996,341.0,SIERRA DE ALFABIA,99.0,6.1,6.3,7.0,,,,,6.1,,,,,,,309.0,,,,,,,,,,,,
B275E,2.706667,2026-04-13T03:00:00+0000,0.2,47.0,4.3,2.5,32.0,39.605833,30.0,SON BONET  AEROPUERTO,92.0,11.6,11.6,12.0,999.7,0.8,,,10.3,,12.0,,,,,,,,,,,,,,,,,
B278,2.736706,2026-04-13T03:00:00+0000,0.0,5.1,5.7,1.7,30.0,39.560798,60.0,PALMA DE MALLORCA/SON SANT JOAN,96.0,11.6,11.6,11.9,1005.1,0.3,12.0,1008.4,11.0,,11.0,0.0,,,,,,,,,,,,,,,,
B301,2.785002,2026-04-13T03:00:00+0000,0.2,113.0,7.2,2.9,31.0,39.379721,22.0,LLUCMAJOR-RADAR,96.0,10.7,10.7,11.0,,,,,,,,,,,,,,,,,,,,,,,,
B334X,2.891662,2026-04-13T03:00:00+0000,0.0,140.0,,,,39.495556,,LLUCMAJOR II,97.0,10.4,10.4,10.7,,,,,,,,,,,,,,,,,,,,,,,,
B341X,3.005556,2026-04-13T03:00:00+0000,0.4,149.4,7.3,4.2,69.0,39.506111,62.0,PORRERES-SA MESQUIDA,98.0,10.5,10.6,10.6,,,,,,,,,,,,,,,,,,,,,,,,
B362X,3.064166,2026-04-13T03:00:00+0000,0.6000000000000001,40.0,6.8,2.4,10.0,39.405835,10.0,CAMPOS-CAN SION ,100.0,10.9,10.9,11.0,,,,,,,,,,,,,,,,,,,,,,,,
B373X,3.011862,2026-04-13T03:00:00+0000,0.2,3.0,6.8,3.9,9.0,39.351142,17.0,CAMPOS-SALINES  LEVANT,95.0,11.6,11.6,11.8,,,,,,,,,,,,,,,,,,,,,,,,
B398A,2.936671,2026-04-13T03:00:00+0000,0.2,164.66,9.7,5.6,26.0,39.135485,24.0,CABRERA  PARQUE NACIONAL DE CABRERA,100.0,10.7,10.7,11.1,985.5,1.3,,,10.6,,21.0,,,,,,,,,,,,,,,,,
B410B,3.145785,2026-04-13T03:00:00+0000,0.1,45.0,7.9,3.9,350.0,39.340052,339.0,SANTANYÍ,94.0,11.5,11.5,11.7,1000.6,1.2,,,,,24.0,,,,,,,,,,,,,,,,,
B434X,3.271683,2026-04-13T03:00:00+0000,0.8,21.45,6.1,3.7,356.0,39.414531,334.0,PORTOCOLOM,95.0,11.4,11.4,11.6,1003.1,0.8,11.6,1005.8,10.6,20.0,11.0,0.0,15.0,,,,,,0.0,,,,,,,,,
B496X,3.383603,2026-04-13T03:00:00+0000,1.2,25.0,9.1,4.9,36.0,39.630274,2.0,SON SERVERA-CAN PEP MONJO,96.0,11.3,11.4,11.4,,,,,,,,,,,,,,,,,,,,,,,,
B526X,3.351112,2026-04-13T03:00:00+0000,1.0,110.0,,,,39.68861,,ARTÀ-MOLI D?EN LEU ,97.0,10.7,10.7,10.9,,,,,,,,,,,,,,,,,,,,,,,,
B569X,3.478002,2026-04-13T03:00:00+0000,4.999999999999999,57.0,16.3,12.5,356.0,39.716695,343.0,CAPDEPERA-FARO,96.0,11.6,11.7,12.0,,,,,11.1,,,,,,,453.0,,,,,,,,,,,,
B603X,3.278571,2026-04-13T03:00:00+0000,1.6,99.0,,,,39.723181,,COLÒNIA SANT PERE-CAN MENGOL,97.0,10.9,10.9,11.0,,,,,,,,,,,,,,,,,,,,,,,,
B605X,3.104721,2026-04-13T03:00:00+0000,0.8,2.0,7.5,3.7,4.0,39.796665,15.0,MURO-S?ALBUFERA ,93.0,11.6,11.6,11.7,,,,,,,,,,,,,,,,,,,,,,,,
B614E,3.21778,2026-04-13T03:00:00+0000,1.0,100.0,8.0,3.7,341.0,39.556824,15.0,MANACOR-POLIESPORTIU,95.0,11.1,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
B640X,3.1212,2026-04-13T03:00:00+0000,0.8,94.9,9.6,5.6,356.0,39.616461,18.0,PETRA,97.0,10.8,10.8,11.1,,1.0,,,10.3,,9.0,,,,,,,,,,,,,,,,,
B644B,3.002128,2026-04-13T03:00:00+0000,0.6000000000000001,120.0,6.9,3.3,354.0,39.643265,342.0,SINEU-POLIESPORTIU,98.0,10.6,10.6,10.7,,,,,,,,,,,,,,,,,,,,,,,,
B656A,2.800156,2026-04-13T03:00:00+0000,0.1,121.0,4.4,2.3,59.0,39.652474,45.0,SANTA MARÍA,95.0,10.9,10.9,11.1,991.0,0.6,,,,,13.0,,,,,,,,,,,,,,,,,
B662X,2.873775,2026-04-13T03:00:00+0000,0.4,105.0,6.6,3.4,48.0,39.677962,50.0,BINISSALEM-SA VINYOTA,94.0,10.8,10.8,10.8,,,,,,,,,,,,,,,,,,,,,,,,
B684A,2.787778,2026-04-13T03:00:00+0000,1.2,842.0,,,,39.792778,,ESCORCA-SON TORRELLA,100.0,6.5,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,
B691Y,3.01667,2026-04-13T03:00:00+0000,0.6000000000000001,32.0,9.1,5.1,9.0,39.749165,7.0,SA POBLA-SA CANOVA,91.0,11.3,11.4,11.5,1002.1,1.2,11.3,1005.9,9.9,,8.0,0.0,16.2,,,,,,,,,,,,,,,
B760X,3.024159,2026-04-13T03:00:00+0000,1.9999999999999998,45.0,8.1,2.2,2.0,39.876942,12.0,POLLENÇA-POLIESPORTIU,95.0,11.1,11.1,11.2,,,,,,,,,,,,,,,,,,,,,,,,
B780X,3.100277,2026-04-13T03:00:00+0000,0.8,2.0,12.2,3.0,26.0,39.909447,15.0,PORT POLLENÇA-AERODROM ,94.0,11.4,11.4,11.4,,,,,,,,,,,,,,,,,,,,,,,,
B800X,4.323889,2026-04-13T03:00:00+0000,0.2,78.0,,8.7,26.0,39.876111,,EVC_MAÓ,99.0,11.3,11.3,11.5,1001.9,,,,,,,,,,,324.0,,,,,,,,,,,,
B825B,4.086385,2026-04-13T03:00:00+0000,1.7999999999999998,80.0,12.1,6.3,5.0,39.990554,7.0,MERCADAL,95.0,10.8,10.8,10.9,,,,,,,,,,,,,,,,,,,,,,,,
B860X,3.853866,2026-04-13T03:00:00+0000,0.0,20.0,,,,39.992774,,CIUTADELLA-SON QUIM ,90.0,11.3,11.3,11.5,,,,,,,,,,,,,,,,,,,,,,,,
B870C,3.956643,2026-04-13T03:00:00+0000,0.30000000000000004,43.0,11.0,5.3,31.0,39.944787,57.0,CIUTADELLA-CALA GALDANA,96.0,11.1,11.1,11.3,998.4,2.0,,,,,22.0,,,,,,,,,,,,,,,,,
B893,4.215556,2026-04-13T03:00:00+0000,0.1,91.0,13.9,9.4,10.0,39.854726,10.0,MENORCA/AEROPUERTO,94.0,10.5,10.5,10.8,994.2,0.7,10.7,1004.5,9.6,,2.0,0.0,,,,,,,,,,,,,,,,
B908X,1.492503,2026-04-13T03:00:00+0000,2.4,110.0,,,,39.05611,,SANT JOAN DE LABRITJA ,96.0,9.9,9.9,10.2,,,,,,,,,,,,,,,,,,,,,,,,
B925,1.321389,2026-04-13T03:00:00+0000,0.0,32.0,4.5,2.2,314.0,38.963056,337.0,SANT ANTONI DE PORTMANY,81.0,12.1,12.1,12.4,1004.3,0.8,,,,,25.0,,,,,,,,,,,,,,,,,
B954,1.384446,2026-04-13T03:00:00+0000,0.0,6.0,10.3,1.0,270.0,38.876385,360.0,IBIZA/ES CODOLÁ,75.0,11.8,11.8,11.8,1004.9,0.4,12.5,1005.6,7.6,,82.0,0.0,,,,,,,,,,,,,,,,
B957,1.441516,2026-04-13T03:00:00+0000,0.0,3.0,9.6,4.3,348.0,38.922639,323.0,EIVISSA,82.0,11.8,11.8,12.1,1006.3,1.1,,,,,23.0,,,,,,,,,,,,,,,,,
B986,1.463528,2026-04-13T03:00:00+0000,0.0,24.0,7.6,3.9,345.0,38.693709,342.0,FORMENTERA,84.0,12.2,12.2,12.5,1004.1,1.2,,,,,23.0,,,,,,,,,,,,,,,,,
C018J,-13.690277,2026-04-13T03:00:00+0000,0.0,376.0,15.3,9.4,2.0,28.969726,20.0,TIAS-LAS VEGAS,72.0,13.0,13.0,13.2,,,,,,,,,,,,,,,,,,,,,,,,
C019V,-13.834999,2026-04-13T03:00:00+0000,0.0,6.0,13.2,6.2,32.0,28.858884,27.0,YAIZA-PLAYA BLANCA,61.0,16.6,16.6,16.9,,,,,,,,,,,,,,,,,,,,,,,,
C029O,-13.600279,2026-04-13T03:00:00+0000,0.0,14.0,13.9,8.0,10.0,28.951943,350.0,LANZAROTE/AEROPUERTO,61.0,16.6,16.6,16.7,1019.0,1.1,16.6,1023.6,9.0,,3.0,0.0,,,,,,,,,,,,,,,,
C038N,-13.489167,2026-04-13T03:00:00+0000,0.0,277.0,14.3,9.0,353.0,29.143611,337.0,HARÍA-CEMENTERIO,71.0,13.9,14.1,14.1,,,,,,,,,,,,,,,,,,,,,,,,
C048W,-13.680833,2026-04-13T03:00:00+0000,0.0,275.0,16.8,8.3,7.0,29.0425,22.0,TINAJO-LOS DOLORES,74.0,13.9,14.1,14.1,,,,,,,,,,,,,,,,,,,,,,,,
C101A,-17.895278,2026-04-13T03:00:00+0000,0.0,2223.0,11.1,9.1,62.0,28.755833,62.0,ROQUE DE LOS MUCHACHOS,12.0,5.9,6.2,6.4,783.4,9.0,,,,,9.0,0.0,,,,,,,,,,,,,,,,
C117A,-17.985556,2026-04-13T03:00:00+0000,0.0,684.0,3.4,1.5,122.0,28.760556,135.0,PUNTAGORDA,88.0,8.1,8.1,8.9,,,,,,,,,,,,,,,,,,,,,,,,
C117Z,-17.936667,2026-04-13T03:00:00+0000,0.0,733.0,6.5,4.1,320.0,28.674722,312.0,TIJARAFE-MIRADOR TIME,81.0,9.0,9.6,9.6,,,,,,,,,,,,,,,,,,,,,,,,
C129V,-17.841111,2026-04-13T03:00:00+0000,0.0,19.0,16.4,9.4,16.0,28.455,15.0,FUENCALIENTE-SALINAS,58.0,16.8,16.9,17.1,,,,,,,,,,,,,,,,,,,,,,,,
C139E,-17.755005,2026-04-13T03:00:00+0000,0.0,33.0,9.8,5.9,330.0,28.633056,350.0,LA PALMA/AEROPUERTO,70.0,16.2,16.3,17.0,1019.1,0.7,,1022.8,10.8,,4.0,0.0,,,,,,,,,,,,,,,,
C148F,-17.782222,2026-04-13T03:00:00+0000,0.0,362.0,4.9,1.8,144.0,28.804722,127.0,SAUCES-S.ANDRÉS-BALSA ADEYAHAME,84.0,12.6,12.7,12.7,,,,,,,,,,,,,,,,,,,,,,,,
C229J,-14.358002,2026-04-13T03:00:00+0000,0.0,15.0,14.1,5.2,15.0,28.04904,5.0,PÁJARA-PUERTO MORRO JABLE,60.0,16.8,16.9,16.9,,,,,,,,,,,,,,,,,,,,,,,,
C239N,-14.023056,2026-04-13T03:00:00+0000,0.0,1.0,11.2,4.7,10.0,28.208611,30.0,TUINEJE-PUERTO GRAN TARAJAL,58.0,16.7,16.7,16.9,,,,,,,,,,,,,,,,,,,,,,,,
C248E,-14.019167,2026-04-13T03:00:00+0000,0.0,252.0,12.0,6.8,359.0,28.416944,355.0,ANTIGUA-EL CARBÓN,69.0,13.9,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,
C249I,-13.863055,2026-04-13T03:00:00+0000,0.0,25.0,12.4,8.9,350.0,28.44472,340.0,FUERTEVENTURA/AEROPUERTO,64.0,16.5,16.6,16.7,1017.6,0.7,15.8,1023.1,9.8,21.3,2.0,0.0,,,,,,,,,,,,,,,,
C258K,-13.931667,2026-04-13T03:00:00+0000,0.0,217.0,11.0,5.4,8.0,28.6125,17.0,LA OLIVA (CARRETERA DEL COTILLO),73.0,14.3,14.3,14.4,,,,,,,,,,,,,,,,,,,,,,,,
C259X,-13.863056,2026-04-13T03:00:00+0000,0.0,6.0,13.9,10.3,7.0,28.740556,0.0,LA OLIVA-PUERTO DE CORRALEJO,72.0,16.6,16.8,16.8,,,,,,,,,,,,,,,,,,,,,,,,
C314Z,-17.249167,2026-04-13T03:00:00+0000,0.0,1474.0,20.3,12.7,56.0,28.106944,50.0,VALLEHERMOSO-ALTO IGUALERO,100.0,3.9,4.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,
C316I,-17.315,2026-04-13T03:00:00+0000,0.0,916.0,23.1,13.6,79.0,28.128333,72.0,ARURE CEMENTERIO,94.0,8.1,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
C317B,-17.213056,2026-04-13T03:00:00+0000,0.0,765.0,7.9,2.9,152.0,28.178889,145.0,AGULO-JUEGO BOLAS,99.0,9.4,9.5,9.6,,,,,,,,,,,,,,,,,,,,,,,,
C319W,-17.306389,2026-04-13T03:00:00+0000,0.0,190.0,3.6,1.8,112.0,28.054167,95.0,VALLEHERMOSO-DAMA,71.0,13.7,13.7,14.1,,,,,,,,,,,,,,,,,,,,,,,,
C328W,-17.194167,2026-04-13T03:00:00+0000,0.0,252.0,9.3,4.2,22.0,28.163611,17.0,HERMIGUA-DEPÓSITO AYUNTAMIENTO,71.0,14.8,14.9,14.9,,,,,,,,,,,,,,,,,,,,,,,,
C329Z,-17.111389,2026-04-13T03:00:00+0000,0.0,15.0,17.3,2.8,352.0,28.089722,293.0,SAN SEBASTIÁN DE LA GOMERA,61.0,16.9,17.1,17.3,1019.9,,,1021.7,9.6,,,,,,,232.0,,,,,,,,,,,,
C406G,-16.626111,2026-04-13T03:00:00+0000,0.0,2150.0,10.5,6.7,88.0,28.224167,90.0,CAÑADAS PARADOR,10.0,6.8,7.4,7.5,,,,,,,,,,,,,,,,,,,,,,,,
C419L,-16.792028,2026-04-13T03:00:00+0000,0.0,403.0,1.3,0.7,272.0,28.207056,336.0,LOMO DEL BALO,76.0,13.8,13.8,14.0,,0.2,,,,,19.0,0.0,,,,,,,,,,,,,,,,
C419X,-16.710556,2026-04-13T03:00:00+0000,0.0,130.0,,,,28.081389,,ADEJE-CALDERA B,65.0,15.8,15.8,16.1,,,,,,,,,,,,,,,,,,,,,,,,
C428T,-16.483333,2026-04-13T03:00:00+0000,0.0,418.0,8.1,2.4,23.0,28.180833,52.0,ARICO-DEPURADORA LA DEGOLLADA,73.0,11.4,11.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,
C429I,-16.561158,2026-04-13T03:00:00+0000,0.0,64.0,11.8,5.4,20.0,28.046992,50.0,TENERIFE/SUR,60.0,15.7,15.8,16.3,1013.3,0.5,15.1,1022.5,8.0,,2.0,0.0,,,,,,,,,,,,,,,,
C430E,-16.499722,2026-04-13T03:00:00+0000,0.0,2368.93,11.3,4.9,27.0,28.308333,19.0,IZAÑA,12.0,3.3,3.9,3.9,769.5,1.3,2.5,,-22.7,20.0,5.0,0.0,4.0,,,,,,0.0,,,,,5.8,,,,3131.2
C438N,-16.401736,2026-04-13T03:00:00+0000,0.0,463.0,4.8,1.9,14.0,28.359247,302.0,CANDELARIA-DEPOSITO CUEVECITAS,72.0,11.1,11.3,11.7,,,,,,,,,,,,,,,,,,,,,,,,
C439J,-16.382229,2026-04-13T03:00:00+0000,0.0,115.0,17.2,10.3,34.0,28.318405,51.0,TENERIFE-GÜIMAR,55.0,15.9,16.4,16.4,1007.8,1.9,,1021.5,7.3,,8.0,,,,,,,,,,,,,,,,,
C446G,-16.280278,2026-04-13T03:00:00+0000,0.0,868.0,13.6,2.7,300.0,28.526389,272.0,LAS MERCEDES-LLANO LOS LOROS,100.0,8.2,8.3,8.4,,,,,,,,,,,,,,,,,,,,,,,,
C447A,-16.329444,2026-04-13T03:00:00+0000,0.0,632.0,12.9,7.1,320.0,28.477497,330.0,TENERIFE/LOS RODEOS,85.0,11.0,11.3,11.4,951.4,1.0,9.8,1023.7,8.9,28.0,8.0,0.0,,,,,,,,,,,,,,,,
C449C,-16.255282,2026-04-13T03:00:00+0000,0.0,35.61,10.1,4.6,1.0,28.463337,355.0,SANTA CRUZ DE TENERIFE ,59.0,16.8,17.0,17.0,1017.4,1.7,17.2,1023.0,8.9,20.0,23.0,0.0,19.2,,,,,,0.0,,,,,21.1,,,,
C449F,-16.195556,2026-04-13T03:00:00+0000,0.0,19.0,8.0,2.9,6.0,28.508056,20.0,ANAGA-COL. REP. ARGENTINA,58.0,16.6,17.1,17.1,,,,,,,,,,,,,,,,,,,,,,,,
C457I,-16.454444,2026-04-13T03:00:00+0000,0.0,567.0,3.5,1.0,72.0,28.434444,167.0,VICTORIA-DEPÓSITO MARRERO,83.0,11.1,11.3,11.4,,,,,,,,,,,,,,,,,,,,,,,,
C458A,-16.420064,2026-04-13T03:00:00+0000,0.0,310.0,6.6,2.6,43.0,28.496473,55.0,TACORONTE-A S.E.A.,79.0,13.5,13.6,13.7,,,,,,,,,,,,,,,,,,,,,,,,
C459Z,-16.548333,2026-04-13T03:00:00+0000,0.0,25.0,5.5,1.7,143.0,28.418056,96.0,PUERTO DE LA CRUZ,63.0,15.9,16.5,16.6,1021.1,,,1024.1,9.4,,,,,,,75.0,,,,,,,,,,,,
C468X,-16.625833,2026-04-13T03:00:00+0000,0.0,667.0,8.3,4.8,91.0,28.373056,105.0,LLANOS DE MESA ,86.0,10.0,10.1,10.5,,,,,,,,,,,,,,,,,,,,,,,,
C469E,-16.7725,2026-04-13T03:00:00+0000,0.0,62.48,9.4,5.1,68.0,28.371389,80.0,GARACHICO LA QUINTA,69.0,16.1,16.1,16.2,,,,,,,,,,,,,,,,,,,,,,,,
C611E,-15.583889,2026-04-13T03:00:00+0000,0.2,1702.0,14.9,7.3,97.0,27.976667,82.0,SAN MATEO (CORRAL DE LOS JUNCOS),100.0,2.8,3.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,
C612F,-15.598889,2026-04-13T03:00:00+0000,,1514.0,17.8,6.2,77.0,28.006944,55.0,TEJEDA-CRUZ DE TEJEDA,100.0,3.9,4.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,
C614H,-15.615833,2026-04-13T03:00:00+0000,0.0,1060.0,11.0,1.2,21.0,27.995,36.0,TEJEDA CASCO,78.0,7.5,7.5,7.9,,,,,3.9,,,,,,,132.0,,,,,,,,,,,,
C619X,-15.712778,2026-04-13T03:00:00+0000,0.0,5.0,12.4,7.3,36.0,28.101111,20.0,AGAETE-CASCO,61.0,16.9,16.9,17.3,,,,,,,,,,,,,,,,,,,,,,,,
C619Y,-15.8075,2026-04-13T03:00:00+0000,0.0,13.0,13.0,6.3,86.0,28.001111,87.0,LA ALDEA DE SAN NICOLAS,59.0,16.9,16.9,17.1,1020.5,2.1,18.5,,,,18.0,0.0,21.9,,,,,,,,,,,,,,,
C623I,-15.599722,2026-04-13T03:00:00+0000,0.0,1220.0,3.2,0.9,6.0,27.926667,212.0,SAN BARTOLOME TIRAJANA (CUEVAS DEL PINAR),88.0,6.1,6.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,
C625O,-15.645,2026-04-13T03:00:00+0000,0.0,806.0,2.7,1.5,207.0,27.856944,227.0,SAN BARTOLOME TIRAJANA-LOMO PEDRO ALFONSO,88.0,9.2,9.2,9.6,,,,,,,,,,,,,,,,,,,,,,,,
C628B,-15.77,2026-04-13T03:00:00+0000,0.0,318.0,13.1,6.6,357.0,27.908889,347.0,SAN NICOLAS T.-TASARTE/COPARLITA,61.0,14.8,14.9,15.1,,,,,,,,,,,,,,,,,,,,,,,,
C629Q,-15.711111,2026-04-13T03:00:00+0000,,10.0,5.1,3.5,201.0,27.78,202.0,MOGAN (PUERTO RICO),62.0,17.7,17.7,17.8,,,,,,,,,,,,,,,,,,,,,,,,
C629X,-15.764167,2026-04-13T03:00:00+0000,0.0,10.0,3.7,2.6,16.0,27.816389,14.0,PUERTO DE MOGÁN,57.0,15.1,15.5,16.0,,,,,7.0,,,,,,,92.0,,,,,,,,,,,,
C635B,-15.574167,2026-04-13T03:00:00+0000,0.0,960.0,5.7,1.5,181.0,27.92,220.0,SAN BARTOLOME TIRAJANA-H.LAS TIRAJANAS,79.0,7.6,8.2,8.4,,,,,,,,,,,,,,,,,,,,,,,,
C639M,-15.575556,2026-04-13T03:00:00+0000,0.0,45.0,2.6,0.9,323.0,27.758056,35.0,SAN BARTOLOME TIRAJANA-C.INSULAR TURISMO,65.0,16.3,16.6,16.8,,,,,,,,,,,,,,,,,,,,,,,,
C639U,-15.453056,2026-04-13T03:00:00+0000,0.0,41.0,13.5,9.1,10.0,27.8125,12.0,SAN BARTOLOME TIRAJANA (EL MATORRAL),62.0,16.5,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
C648C,-15.453889,2026-04-13T03:00:00+0000,0.0,306.0,12.1,7.4,12.0,27.9025,15.0,AGÜIMES-EL MILANO,70.0,13.7,13.7,13.8,,,,,,,,,,,,,,,,,,,,,,,,
C648N,-15.457778,2026-04-13T03:00:00+0000,0.0,344.0,9.9,4.7,306.0,27.9875,337.0,TELDE-CENTRO FORESTAL DORAMAS,67.0,13.4,13.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,
C649I,-15.395303,2026-04-13T03:00:00+0000,0.0,24.0,16.5,12.6,10.0,27.917725,10.0,LAS PALMAS DE GRAN CANARIA/GANDO,56.0,16.5,17.0,17.0,1016.4,0.6,16.8,1022.0,8.1,,2.0,0.0,,,,,,,,,,,,,,,,
C649R,-15.377778,2026-04-13T03:00:00+0000,0.0,9.0,12.6,6.3,349.0,27.986667,350.0,TELDE-MELENARA,54.0,16.8,17.1,17.3,,,,,,,,,,,,,,,,,,,,,,,,
C656V,-15.547222,2026-04-13T03:00:00+0000,0.0,683.0,7.5,3.7,6.0,28.075278,0.0,TEROR-OSORIO,89.0,9.9,9.9,10.1,,,,,,,,,,,,,,,,,,,,,,,,
C658X,-15.453333,2026-04-13T03:00:00+0000,0.0,269.0,8.6,3.6,340.0,28.078056,342.0,LAS PALMAS G.C.-TAFIRA/ZURBARÁN,67.0,14.3,14.3,14.4,,,,,,,,,,,,,,,,,,,,,,,,
C659H,-15.416111,2026-04-13T03:00:00+0000,0.0,55.0,11.1,5.9,345.0,28.089722,11.0,LAS PALMAS G.C. SAN CRISTÓBAL,51.0,16.8,16.9,17.5,,,,,6.7,,,,,,,213.0,,,,,,,,,,,,
C659M,-15.421389,2026-04-13T03:00:00+0000,0.0,15.0,7.0,2.6,359.0,28.113056,1.0,LAS PALMAS DE GC. PLAZA  DE LA FERIA,55.0,17.1,17.2,17.5,1020.4,,,1022.2,8.1,,,,,,,93.0,,,,,,,,,,,,
C665T,-15.565556,2026-04-13T03:00:00+0000,0.0,900.0,7.7,2.8,13.0,28.065556,45.0,VALLESECO,97.0,8.0,8.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,
C668V,-15.674914,2026-04-13T03:00:00+0000,0.0,352.0,15.1,6.8,60.0,28.094478,42.0,AGAETE - SUERTE ALTA,76.0,13.0,13.2,13.5,,,,,,,,,,,,,,,,,,,,,,,,
C669B,-15.506667,2026-04-13T03:00:00+0000,0.0,86.0,9.1,3.8,27.0,28.141667,40.0,ARUCAS-BAÑADEROS,64.0,16.1,16.1,16.3,,,,,,,,,,,,,,,,,,,,,,,,
C689E,-15.595833,2026-04-13T03:00:00+0000,0.0,6.0,1.8,0.6,329.0,27.735833,13.0,MASPALOMAS,68.0,15.7,16.0,16.4,,0.1,,,10.0,,8.0,,,,,,,,,,,,,,,,,
C839X,-13.51021,2026-04-13T03:00:00+0000,0.0,19.0,13.6,10.1,12.0,29.229585,13.0,TEGUISE LA GRACIOSA-HELIPUERTO,61.0,16.4,16.5,16.6,1018.9,1.3,20.0,1021.2,8.9,20.0,7.0,0.0,16.4,,,,,,0.0,,,,,,,,,
C916Q,-17.978056,2026-04-13T03:00:00+0000,0.0,948.0,9.8,3.4,59.0,27.718889,45.0,PINAR-DEPÓSITO,88.0,8.2,8.2,8.4,,,,,,,,,,,,,,,,,,,,,,,,
C917E,-18.115,2026-04-13T03:00:00+0000,0.0,713.0,19.5,12.5,104.0,27.725278,112.0,DEHESA-REFUGIO,81.0,10.0,10.0,10.2,,,,,,,,,,,,,,,,,,,,,,,,
C925F,-17.960416,2026-04-13T03:00:00+0000,0.0,1070.0,9.3,4.8,50.0,27.768951,25.0,SAN ANDRÉS-DEPÓSITO CABILDO,100.0,6.8,7.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,
C928I,-17.919444,2026-04-13T03:00:00+0000,0.0,670.0,10.8,5.3,5.0,27.810833,355.0,VALVERDE,94.0,10.6,10.7,10.8,,,,,,,,,,,,,,,,,,,,,,,,
C929I,-17.88889,2026-04-13T03:00:00+0000,0.0,32.0,14.4,9.9,30.0,27.818888,30.0,EL HIERRO/AEROPUERTO,70.0,17.0,17.2,17.6,1019.3,0.6,,1023.1,11.7,,6.0,0.0,,,,,,,,,,,,,,,,
C939T,-18.107375,2026-04-13T03:00:00+0000,0.0,20.0,9.7,3.2,117.0,27.756442,62.0,SABINOSA-BALNEARIO,60.0,16.8,16.8,17.3,,,,,,,,,,,,,,,,,,,,,,,,
0009X,0.963335,2026-04-13T04:00:00+0000,1.2,406.0,14.2,7.8,288.0,41.213892,275.0,ALFORJA,92.0,4.5,4.5,4.6,,,,,,,,,,,,,,,,,,,,,,,,
0016A,1.163611,2026-04-13T04:00:00+0000,0.0,71.0,10.3,5.9,270.0,41.145,270.0,REUS  AEROPUERTO,78.0,8.5,8.6,8.7,997.9,0.4,7.9,1007.1,5.0,30.0,5.0,0.0,,,,,,,,,,,,,,,,
0034X,1.260838,2026-04-13T04:00:00+0000,0.0,233.0,,,,41.293053,,VALLS,82.0,7.8,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
0042Y,1.249167,2026-04-13T04:00:00+0000,0.4,55.0,2.7,0.6,316.0,41.123892,290.0,TARRAGONA  FAC. GEOGRAFIA,91.0,7.9,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
0061X,1.519269,2026-04-13T04:00:00+0000,0.8,632.0,6.9,2.6,283.0,41.417052,252.0,PONTONS,85.0,5.1,5.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,
