DATA,spei_1,spei_3,spei_6,spei_9,spei_12,spei_24,spi_1,spi_3,spi_6,spi_9,spi_12,spi_24,duration_spei_1,duration_spei_3,duration_spei_6,duration_spei_9,duration_spei_12,duration_spei_24,intensity_spei_1,intensity_spei_3,intensity_spei_6,intensity_spei_9,intensity_spei_12,intensity_spei_24,duration_spi_1,duration_spi_3,duration_spi_6,duration_spi_9,duration_spi_12,duration_spi_24,intensity_spi_1,intensity_spi_3,intensity_spi_6,intensity_spi_9,intensity_spi_12,intensity_spi_24
1989-10-23,0.91,0.94,0.44,0.33,-0.12,0.27,0.87,0.55,0.13,0.37,-0.14,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-11-01,0.54,0.56,0.33,0.32,-0.37,0.05,0.54,0.22,-0.06,0.32,-0.49,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-11-09,1.62,1.5,1.25,1.05,0.06,0.43,1.65,1.44,1.33,1.16,0.09,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-11-16,1.58,1.39,1.2,0.72,0.18,0.52,1.56,1.29,1.2,0.76,0.21,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-11-23,1.82,1.68,1.53,1.13,0.59,0.75,1.86,1.69,1.64,1.28,0.63,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-12-01,2.11,1.8,1.7,1.44,0.89,0.75,2.3,1.92,1.9,1.68,0.99,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-12-09,1.74,1.92,1.82,1.64,1.16,0.93,1.67,2.02,1.95,1.79,1.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-12-16,1.72,1.95,1.79,1.55,1.12,0.92,1.61,2.02,1.89,1.73,1.24,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989-12-23,2.12,2.34,2.18,1.95,1.73,1.39,2.06,2.71,2.53,2.4,2.1,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-01-01,1.73,2.3,2.12,1.89,1.65,1.41,1.61,2.63,2.42,2.23,2.01,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-01-09,1.61,2.24,2.15,2.05,1.67,1.28,1.55,2.48,2.34,2.34,2.09,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-01-16,1.53,2.14,2.04,1.95,1.68,1.25,1.43,2.26,2.11,2.08,1.96,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-01-23,-0.29,2.05,2.05,1.95,1.68,1.1,-0.33,2,2.02,1.95,1.94,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-02-01,-0.6,1.96,1.95,1.87,1.66,1.08,-0.64,1.88,1.89,1.85,1.89,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-02-09,-1.01,1.5,1.89,1.76,1.59,1.01,-1.4,1.39,1.82,1.78,1.75,1.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4,0,0,0,0,0
1990-02-16,-1.36,1.39,1.8,1.7,1.36,0.92,-2.49,1.32,1.74,1.69,1.48,1.05,1,0,0,0,0,0,1.36,0,0,0,0,0,2,0,0,0,0,0,3.89,0,0,0,0,0
1990-02-23,-1.49,0.73,1.71,1.56,1.24,0.55,-3.06,0.77,1.67,1.6,1.37,0.68,2,0,0,0,0,0,2.85,0,0,0,0,0,3,0,0,0,0,0,6.95,0,0,0,0,0
1990-03-01,-1.2,0.33,1.62,1.49,1.28,0.38,-1.77,0.39,1.55,1.51,1.37,0.48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8.72,0,0,0,0,0
1990-03-09,-1.19,-0.03,1.51,1.41,1.33,0.37,-1.66,0.06,1.49,1.41,1.35,0.47,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10.38,0,0,0,0,0
1990-03-16,-1.72,-0.29,1.37,1.28,1.16,0.28,-1.62,0.08,1.47,1.37,1.27,0.47,1,0,0,0,0,0,1.72,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0
1990-03-23,-0.92,-1.51,1.44,1.34,1.19,0.46,-0.16,-1.48,1.58,1.45,1.3,0.61,0,1,0,0,0,0,0,1.51,0,0,0,0,0,1,0,0,0,0,0,1.48,0,0,0,0
1990-04-01,0.15,-1.18,1.57,1.48,1.28,0.58,0.79,-0.85,1.75,1.6,1.41,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-04-09,0.48,-1.2,1.5,1.49,1.33,0.62,0.87,-0.91,1.64,1.54,1.45,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-04-16,0.99,-1.21,1.53,1.47,1.31,0.62,0.98,-0.9,1.68,1.52,1.43,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-04-23,1.12,-0.94,1.42,1.55,1.36,0.69,1.01,-0.59,1.53,1.56,1.46,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-05-01,0.67,-0.54,1.54,1.58,1.46,0.69,0.5,-0.16,1.64,1.59,1.55,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-05-09,1.15,-0.12,1.17,1.62,1.52,0.74,0.95,0.12,1.22,1.62,1.58,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-05-16,1.36,0.14,1.16,1.6,1.52,0.72,1.29,0.35,1.23,1.62,1.57,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-05-23,1.24,0.48,0.7,1.61,1.5,0.74,1.14,0.55,0.81,1.61,1.55,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-06-01,1.05,0.64,0.44,1.61,1.5,0.76,0.62,0.73,0.56,1.61,1.57,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-06-09,0.25,0.79,0.23,1.59,1.5,0.72,-0.01,0.95,0.41,1.63,1.56,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-06-16,0.19,1.18,0.32,1.62,1.5,0.7,-0.11,1.13,0.53,1.66,1.55,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-06-23,-0.03,1.2,-0.74,1.61,1.5,0.66,0.01,1.09,-0.68,1.69,1.56,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-07-01,-1.03,0.52,-0.78,1.54,1.45,0.62,-0.44,0.37,-0.63,1.69,1.55,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-07-09,-1.19,0.52,-0.84,1.47,1.44,0.58,-0.23,0.67,-0.65,1.66,1.55,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-07-16,-0.76,0.68,-0.75,1.51,1.44,0.6,-0.21,0.94,-0.58,1.72,1.55,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-07-23,-0.32,0.59,-0.53,1.38,1.49,0.66,-0.49,0.66,-0.42,1.53,1.55,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-08-01,-0.32,-0.03,-0.48,1.38,1.41,0.61,-0.63,-0.12,-0.22,1.59,1.54,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-08-09,-0.73,-0.77,-0.5,0.86,1.32,0.57,-0.49,-0.6,-0.01,1.14,1.53,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-08-16,-0.77,-0.72,-0.26,0.86,1.32,0.62,-0.59,-0.77,0.19,1.15,1.53,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-08-23,-1.58,-1.02,-0.13,0.36,1.26,0.61,-1.32,-1.03,0.36,0.73,1.51,0.78,1,0,0,0,0,0,1.58,0,0,0,0,0,1,0,0,0,0,0,1.32,0,0,0,0,0
1990-09-01,-0.8,-0.99,0.04,0.14,1.28,0.63,-0.35,-1.16,0.55,0.48,1.52,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-09-09,0.31,-0.69,0.28,0,1.3,0.67,-0.19,-0.84,0.74,0.31,1.54,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-09-16,0.44,-0.59,0.7,0.11,1.33,0.68,0.06,-0.54,0.92,0.42,1.57,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-09-23,1.27,-0.35,0.79,-0.73,1.42,0.76,0.54,-0.05,0.89,-0.74,1.66,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-10-01,0.92,-0.17,0.29,-0.74,1.41,0.76,0.14,-0.25,0.04,-0.76,1.65,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-10-09,0.92,0.19,0.44,-0.67,1.41,0.77,0.43,0.06,0.34,-0.72,1.63,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-10-16,0.63,0.18,0.51,-0.62,1.41,0.77,0.29,-0.02,0.36,-0.68,1.63,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-10-23,0.07,-0.06,0.23,-0.59,1.22,0.76,-0.18,-0.26,-0.12,-0.69,1.41,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-11-01,0.24,0.18,0.09,-0.46,1.34,0.69,-0.04,-0.17,-0.31,-0.5,1.53,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-11-09,-0.23,0.24,-0.25,-0.42,0.81,0.55,-0.49,-0.41,-0.61,-0.43,0.92,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-11-16,-0.49,0.05,-0.38,-0.34,0.71,0.56,-0.57,-0.52,-0.72,-0.4,0.83,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-11-23,0.02,0.36,-0.21,0.01,0.39,0.61,-0.01,-0.2,-0.39,-0.07,0.46,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-12-01,0.16,0.38,-0.13,0.16,0.23,0.72,0.14,-0.11,-0.27,0.11,0.26,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-12-09,0.21,0.15,-0.2,0.21,0.01,0.8,0.22,-0.2,-0.34,0.14,0.02,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-12-16,1.09,0.6,0.25,0.79,0.36,0.97,1.06,0.38,0.25,0.7,0.49,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-12-23,0.74,0.34,0.16,0.62,-0.42,1.04,0.75,0.16,0.1,0.42,-0.56,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-01-01,0.29,0.19,0.1,0.25,-0.53,0.94,0.41,0.02,-0.07,-0.04,-0.69,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-01-09,0.35,0,0.05,0.15,-0.59,0.91,0.45,-0.09,-0.14,-0.06,-0.79,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-01-16,-1,-0.18,-0.13,0.04,-0.66,0.89,-1.01,-0.18,-0.25,-0.12,-0.77,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-01-23,-1.26,-0.33,-0.37,-0.22,-0.68,0.86,-1.35,-0.23,-0.42,-0.36,-0.76,0.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.35,0,0,0,0,0
1991-02-01,-1.1,-0.46,-0.4,-0.43,-0.65,0.86,-1.33,-0.36,-0.56,-0.61,-0.74,0.94,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.68,0,0,0,0,0
1991-02-09,0.11,0.1,0.09,-0.16,-0.23,1,0.21,0.19,-0.12,-0.2,-0.23,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-02-16,1.2,0.68,0.44,0.17,0.21,1,1.14,0.69,0.26,0.18,0.23,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-02-23,1.29,0.45,0.41,0.07,0.27,0.92,1.23,0.49,0.17,0.08,0.23,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-03-01,1.93,0.74,0.66,0.36,0.57,1.12,1.91,0.75,0.46,0.38,0.57,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-03-09,1.34,0.8,0.55,0.32,0.59,1.17,1.3,0.78,0.38,0.3,0.57,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-03-16,0.44,0.29,0.47,0.28,0.72,1.12,0.41,0.24,0.32,0.23,0.57,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-03-23,1.17,0.7,0.58,0.46,0.81,1.17,1.1,0.66,0.46,0.41,0.63,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-04-01,0.38,0.87,0.59,0.5,0.6,1.12,0.2,0.79,0.45,0.37,0.38,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-04-09,0.52,0.86,0.46,0.46,0.56,1.15,0.29,0.76,0.34,0.29,0.36,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-04-16,0.7,1.05,0.48,0.43,0.59,1.16,0.43,0.89,0.34,0.27,0.36,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-04-23,-0.19,1.26,0.52,0.39,0.51,1.15,-1.1,1.09,0.39,0.23,0.28,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-05-01,-0.01,1.42,0.5,0.45,0.42,1.18,-0.61,1.31,0.4,0.24,0.21,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-05-09,0.27,1.06,0.63,0.57,0.36,1.18,-0.22,0.85,0.52,0.25,0.19,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-05-16,0.05,0.55,0.71,0.53,0.33,1.18,-0.11,0.27,0.61,0.25,0.18,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-05-23,-0.09,0.7,0.59,0.56,0.29,1.14,-0.01,0.43,0.51,0.24,0.17,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-06-01,-0.3,0.05,0.51,0.5,0.25,1.14,-0.41,-0.34,0.46,0.23,0.15,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-06-09,-0.35,0.25,0.65,0.48,0.29,1.16,-1.12,-0.14,0.55,0.23,0.16,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-06-16,0.03,0.42,0.29,0.46,0.31,1.17,-0.91,0.07,0.13,0.24,0.16,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-06-23,-0.95,-0.61,0.27,0.28,0.2,1.13,-0.69,-1.17,0.27,0.19,0.15,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-07-01,-1.19,-0.68,0.4,0.27,0.23,1.11,-1.19,-1.09,0.43,0.21,0.14,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-07-09,-1.06,-0.38,0.54,0.28,0.29,1.13,-0.84,-0.94,0.53,0.19,0.15,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-07-16,-0.98,-0.48,0.72,0.29,0.26,1.12,-0.01,-0.66,0.71,0.23,0.16,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-07-23,0.61,-0.08,1.04,0.43,0.31,1.18,1.01,-0.17,0.98,0.34,0.19,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-08-01,0.96,-0.09,1.22,0.43,0.37,1.16,1.23,-0.41,1.22,0.35,0.19,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-08-09,0.78,-0.09,0.88,0.53,0.48,1.16,0.81,-0.62,0.73,0.45,0.19,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-08-16,1.03,0.12,0.48,0.65,0.49,1.16,0.41,-0.62,0.13,0.54,0.19,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-08-23,0.6,0.28,0.65,0.6,0.56,1.16,-1.48,-0.55,0.29,0.45,0.19,1.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.48,0,0,0,0,0
1991-09-01,0.52,0.27,0.16,0.53,0.51,1.15,-1.52,-0.67,-0.52,0.4,0.18,1.16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
1991-09-09,0.42,0.22,0.31,0.64,0.48,1.15,-1.39,-0.65,-0.35,0.47,0.17,1.16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.39,0,0,0,0,0
1991-09-16,0.25,0.12,0.39,0.31,0.46,1.16,-0.5,-0.5,-0.19,0.03,0.16,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-09-23,0.38,0.68,0.1,0.5,0.45,1.19,0.4,0.18,-1,0.25,0.18,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-10-01,0.31,0.74,0.08,0.61,0.45,1.18,0.28,0.15,-0.87,0.4,0.2,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-10-09,0.73,0.84,0.35,0.77,0.47,1.19,0.78,0.5,-0.24,0.58,0.24,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-10-16,0.49,0.78,0.28,0.91,0.46,1.18,0.51,0.18,-0.31,0.67,0.21,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-10-23,0.2,0.42,0.22,1.04,0.46,1.06,-0.05,-0.22,-0.42,0.76,0.2,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-11-01,-0.3,-0.03,-0.12,1.03,0.33,1.06,-0.48,-0.53,-0.75,0.79,0.09,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-11-09,-1.05,-0.27,-0.32,0.46,0.31,0.7,-1.36,-0.75,-0.97,0.09,0.09,0.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.36,0,0,0,0,0
1991-11-16,-0.87,-0.31,-0.27,0.02,0.38,0.69,-1.02,-0.73,-0.91,-0.59,0.13,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-11-23,-0.13,0.03,0.06,0.36,0.45,0.51,-0.04,-0.21,-0.34,-0.13,0.2,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-12-01,1.37,0.91,0.83,0.67,0.85,0.69,1.27,0.72,0.63,0.27,0.67,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-12-09,1.41,0.78,0.71,0.68,0.89,0.59,1.23,0.58,0.48,0.26,0.67,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-12-16,1.48,0.78,0.67,0.73,0.62,0.63,1.33,0.58,0.45,0.33,0.3,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-12-23,0.93,0.46,0.59,0.33,0.6,0.1,0.86,0.28,0.25,-0.13,0.28,-0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-01-01,-0.99,0.26,0.46,0.19,0.6,0.01,-0.94,0.11,0.09,-0.24,0.26,-0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-01-09,-1.39,-0.06,0.25,0.06,0.57,-0.07,-1.28,-0.13,-0.05,-0.29,0.21,-0.43,1,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-01-16,-1.69,-0.18,0.11,-0.08,0.55,-0.11,-1.86,-0.15,-0.17,-0.32,0.23,-0.44,2,0,0,0,0,0,3.08,0,0,0,0,0,1,0,0,0,0,0,1.86,0,0,0,0,0
1992-01-23,-1.4,-0.31,-0.13,-0.22,0.57,-0.11,-1.72,-0.2,-0.37,-0.44,0.23,-0.43,3,0,0,0,0,0,4.48,0,0,0,0,0,2,0,0,0,0,0,3.58,0,0,0,0,0
1992-02-01,-0.99,-0.14,-0.23,-0.29,0.59,-0.07,-1.41,-0.14,-0.49,-0.56,0.25,-0.41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.99,0,0,0,0,0
1992-02-09,-0.96,-0.16,-0.37,-0.4,0.2,-0.05,-1.59,-0.18,-0.62,-0.72,-0.2,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6.58,0,0,0,0,0
1992-02-16,-0.8,-0.17,-0.45,-0.42,-0.13,0.01,-1.4,-0.19,-0.69,-0.77,-0.66,-0.34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7.98,0,0,0,0,0
1992-02-23,-0.34,-0.37,-0.45,-0.36,0.01,0.09,-0.31,-0.32,-0.57,-0.64,-0.46,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-03-01,-0.18,-1.2,-0.44,-0.33,-0.3,0.09,-0.06,-1.47,-0.57,-0.63,-0.83,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.47,0,0,0,0
1992-03-09,-0.23,-1.37,-0.54,-0.42,-0.31,0.09,-0.05,-1.71,-0.66,-0.72,-0.82,-0.19,0,1,0,0,0,0,0,1.37,0,0,0,0,0,2,0,0,0,0,0,3.18,0,0,0,0
1992-03-16,-0.32,-1.5,-0.6,-0.5,-0.32,0.19,-0.14,-1.98,-0.72,-0.79,-0.8,-0.18,0,2,0,0,0,0,0,2.87,0,0,0,0,0,3,0,0,0,0,0,5.16,0,0,0,0
1992-03-23,-0.62,-1.32,-0.71,-0.43,-0.59,0.13,-0.73,-1.72,-0.84,-0.82,-1.12,-0.3,0,3,0,0,0,0,0,4.19,0,0,0,0,0,4,0,0,0,0,0,6.88,0,0,0,0
1992-04-01,-0.9,-1.22,-0.72,-0.42,-0.6,-0.02,-0.83,-1.54,-0.86,-0.83,-1.08,-0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8.42,0,0,0,0
1992-04-09,-0.84,-1.16,-0.92,-0.58,-0.67,-0.07,-0.54,-1.42,-1.03,-0.9,-1.1,-0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9.84,0,0,0,0
1992-04-16,-0.73,-1.06,-0.97,-0.63,-0.72,-0.08,-0.55,-1.34,-1.05,-0.98,-1.1,-0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11.18,0,0,0,0
1992-04-23,-1.37,-1.11,-0.99,-0.79,-0.79,-0.16,-1.16,-1.26,-0.95,-1.05,-1.09,-0.57,1,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992-05-01,-1.31,-1.15,-0.83,-0.83,-0.83,-0.24,-1.74,-1.18,-0.82,-1.08,-1.14,-0.66,2,0,0,0,0,0,2.68,0,0,0,0,0,1,0,0,0,0,0,1.74,0,0,0,0,0
1992-05-09,-0.8,-0.96,-0.77,-0.84,-0.85,-0.3,-2.02,-0.94,-0.78,-1.09,-1.18,-0.69,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.76,0,0,0,0,0
1992-05-16,-0.39,-0.87,-0.7,-0.84,-0.79,-0.27,-1.59,-0.93,-0.71,-1.09,-1.16,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.35,0,0,0,0,0
1992-05-23,0.29,-0.96,-0.87,-0.84,-0.74,-0.26,-0.73,-1.4,-0.96,-1.06,-1.13,-0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4,0,0,0,0
1992-06-01,0.77,-0.93,-1.44,-0.8,-0.69,-0.27,-0.07,-1.43,-2.08,-1.05,-1.11,-0.69,0,0,1,0,0,0,0,0,1.44,0,0,0,0,2,1,0,0,0,0,2.83,2.08,0,0,0
1992-06-09,1.1,-0.61,-1.45,-0.78,-0.67,-0.23,0.55,-1.06,-2.09,-1.02,-1.07,-0.67,0,0,2,0,0,0,0,0,2.89,0,0,0,0,0,2,0,0,0,0,0,4.17,0,0,0
