DATA,spei_1,spei_3,spei_6,spei_9,spei_12,spei_24,spi_1,spi_3,spi_6,spi_9,spi_12,spi_24,duration_spei_1,duration_spei_3,duration_spei_6,duration_spei_9,duration_spei_12,duration_spei_24,intensity_spei_1,intensity_spei_3,intensity_spei_6,intensity_spei_9,intensity_spei_12,intensity_spei_24,duration_spi_1,duration_spi_3,duration_spi_6,duration_spi_9,duration_spi_12,duration_spi_24,intensity_spi_1,intensity_spi_3,intensity_spi_6,intensity_spi_9,intensity_spi_12,intensity_spi_24
1974-11-01,-1.05,-1.79,-2.26,0.01,-0.65,-0.67,-0.76,-0.89,-1.24,1.3,0.1,-0.07,0,13,5,0,0,0,0,23.97,9.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974-11-09,-1.23,-1.87,-2.28,-0.03,-0.83,-0.71,-1.02,-1.12,-1.38,1.17,-0.06,-0.08,0,14,6,0,0,0,0,25.84,12.06,0,0,0,0,0,1,0,0,0,0,0,1.38,0,0,0
1974-11-16,-0.8,-1.85,-2.18,-0.08,-0.8,-0.66,-0.68,-1.06,-1.3,1.07,-0.02,-0.04,0,15,7,0,0,0,0,27.69,14.24,0,0,0,0,0,2,0,0,0,0,0,2.68,0,0,0
1974-11-23,-1.48,-2.04,-2.35,-0.8,-0.81,-0.76,-1.23,-1.29,-1.5,0.3,-0.02,-0.15,1,16,8,0,0,0,1.48,29.73,16.59,0,0,0,0,1,3,0,0,0,0,1.29,4.18,0,0,0
1974-12-01,-1.74,-2.39,-2.47,-1.29,-0.91,-0.87,-1.56,-1.64,-1.77,-0.18,-0.08,-0.25,2,17,9,1,0,0,3.22,32.12,19.06,1.29,0,0,1,2,4,0,0,0,1.56,2.93,5.95,0,0,0
1974-12-09,-1.64,-2.1,-2.48,-1.31,-0.99,-1.02,-1.66,-1.89,-1.99,-0.24,-0.14,-0.42,3,18,10,2,0,0,4.86,34.22,21.54,2.6,0,0,2,3,5,0,0,0,3.22,4.82,7.94,0,0,0
1974-12-16,-1.64,-2.22,-2.4,-1.43,-1.13,-1.26,-1.87,-2.19,-2.17,-0.45,-0.34,-0.76,4,19,11,3,0,0,6.5,36.44,23.94,4.03,0,0,3,4,6,0,0,0,5.09,7.01,10.11,0,0,0
1974-12-23,-1.48,-2.39,-2.53,-2.27,-1.34,-1.4,-1.8,-2.45,-2.34,-1.69,-0.6,-0.88,5,20,12,4,1,1,7.98,38.83,26.47,6.3,1.34,1.4,4,5,7,1,0,0,6.89,9.46,12.45,1.69,0,0
1975-01-01,-1.04,-2.27,-2.44,-2.51,-1.39,-1.45,-0.99,-2.28,-2.23,-1.96,-0.56,-0.86,0,21,13,5,2,2,0,41.1,28.91,8.81,2.73,2.85,0,6,8,2,0,0,0,11.74,14.68,3.65,0,0
1975-01-09,-0.6,-1.99,-2.28,-2.29,-1.27,-1.39,-0.44,-1.95,-2,-2,-0.44,-0.77,0,22,14,6,0,3,0,43.09,31.19,11.1,0,4.24,0,7,9,3,0,0,0,13.69,16.68,5.65,0,0
1975-01-16,-0.06,-1.45,-1.99,-2.05,-1.03,-1.31,0.15,-1.27,-1.5,-1.48,-0.15,-0.64,0,23,15,7,0,4,0,44.54,33.18,13.15,0,5.55,0,0,10,4,0,0,0,0,18.18,7.13,0,0
1975-01-23,0.02,-1.51,-2.08,-2.08,-1.02,-1.27,0.17,-1.45,-1.73,-1.75,-0.15,-0.62,0,24,16,8,0,0,0,46.05,35.26,15.23,0,0,0,1,11,5,0,0,0,1.45,19.91,8.88,0,0
1975-02-01,-0.23,-1.4,-1.95,-2.1,-1.01,-1.72,0.04,-1.33,-1.81,-1.95,-0.11,-1.23,0,25,17,9,0,1,0,47.45,37.21,17.33,0,1.72,0,2,12,6,0,0,0,2.78,21.72,10.83,0,0
1975-02-09,-0.62,-1.39,-1.9,-2.14,-0.99,-1.85,-0.32,-1.4,-1.92,-2.06,-0.13,-1.39,0,26,18,10,0,2,0,48.84,39.11,19.47,0,3.57,0,3,13,7,0,1,0,4.18,23.64,12.89,0,1.39
1975-02-16,-1.04,-1.41,-1.92,-2.13,-1.04,-1.81,-1.13,-1.42,-1.98,-2.09,-0.2,-1.34,0,27,19,11,0,3,0,50.25,41.03,21.6,0,5.38,0,4,14,8,0,2,0,5.6,25.62,14.98,0,2.73
1975-02-23,-0.69,-1.22,-1.89,-2.15,-1.47,-1.73,-0.64,-1.21,-2.04,-2.14,-0.69,-1.29,0,0,20,12,1,4,0,0,42.92,23.75,1.47,7.11,0,0,15,9,0,3,0,0,27.66,17.12,0,4.02
1975-03-01,-0.67,-1.11,-1.91,-2.19,-1.76,-1.69,-0.74,-1.1,-2.1,-2.17,-1.01,-1.31,0,0,21,13,2,5,0,0,44.83,25.94,3.23,8.8,0,0,16,10,0,4,0,0,29.76,19.29,0,5.33
1975-03-09,-0.59,-1.05,-1.84,-2.24,-1.68,-1.69,-0.62,-1.05,-2.12,-2.18,-0.95,-1.31,0,0,22,14,3,6,0,0,46.67,28.18,4.91,10.49,0,0,17,11,0,5,0,0,31.88,21.47,0,6.64
1975-03-16,-0.84,-1.15,-1.96,-2.32,-1.8,-1.76,-0.94,-1.14,-2.31,-2.32,-1.12,-1.38,0,0,23,15,4,7,0,0,48.63,30.5,6.71,12.25,0,0,18,12,0,6,0,0,34.19,23.79,0,8.02
1975-03-23,-1.17,-1.08,-2.05,-2.38,-2.38,-1.81,-1.24,-1.05,-2.43,-2.41,-2.03,-1.39,0,0,24,16,5,8,0,0,50.68,32.88,9.09,14.06,0,0,19,13,1,7,0,0,36.62,26.2,2.03,9.41
1975-04-01,-0.21,-0.83,-1.89,-2.18,-2.34,-1.68,-0.13,-0.76,-2.12,-2.13,-2.01,-1.23,0,0,25,17,6,9,0,0,52.57,35.06,11.43,15.74,0,0,20,14,2,0,0,0,38.74,28.33,4.04,0
1975-04-09,0.01,-0.9,-1.81,-2.12,-2.29,-1.7,0.12,-0.79,-2.01,-2.07,-2.08,-1.22,0,0,26,18,7,10,0,0,54.38,37.18,13.72,17.44,0,0,21,15,3,0,0,0,40.75,30.4,6.12,0
1975-04-16,0.3,-1.05,-1.75,-2.08,-2.25,-1.72,0.34,-1.07,-1.92,-2.07,-2.02,-1.23,0,0,27,19,8,11,0,0,56.13,39.26,15.97,19.16,0,0,22,16,4,0,0,0,42.67,32.47,8.14,0
1975-04-23,0.62,-0.86,-1.67,-2.06,-2.24,-1.71,0.53,-0.97,-1.9,-2.1,-2.11,-1.21,0,0,28,20,9,12,0,0,57.8,41.32,18.21,20.87,0,0,23,17,5,0,0,0,44.57,34.57,10.25,0
1975-05-01,-0.35,-0.85,-1.62,-2.02,-2.3,-1.72,-0.14,-0.88,-1.76,-2.11,-2.23,-1.23,0,0,29,21,10,13,0,0,59.42,43.34,20.51,22.59,0,0,24,18,6,0,0,0,46.33,36.68,12.48,0
1975-05-09,-0.42,-0.7,-1.54,-1.97,-2.28,-1.71,-0.44,-0.69,-1.73,-2.11,-2.22,-1.22,0,0,30,22,11,14,0,0,60.96,45.31,22.79,24.3,0,0,25,19,7,0,0,0,48.06,38.79,14.7,0
1975-05-16,-0.41,-0.67,-1.51,-1.96,-2.26,-1.72,-0.57,-0.64,-1.64,-2.08,-2.19,-1.21,0,0,31,23,12,15,0,0,62.47,47.27,25.05,26.02,0,0,26,20,8,0,0,0,49.7,40.87,16.89,0
1975-05-23,-0.73,-0.73,-1.38,-1.91,-2.22,-1.7,-0.42,-0.64,-1.44,-2.09,-2.19,-1.2,0,0,32,24,13,16,0,0,63.85,49.18,27.27,27.72,0,0,27,21,9,0,0,0,51.14,42.96,19.08,0
1975-06-01,-0.57,-0.58,-1.26,-1.9,-2.21,-1.71,-0.26,-0.4,-1.26,-2.11,-2.18,-1.2,0,0,0,25,14,17,0,0,0,51.08,29.48,29.43,0,0,0,22,10,0,0,0,0,45.07,21.26,0
1975-06-09,-0.64,-0.56,-1.21,-1.82,-2.21,-1.69,-0.13,-0.29,-1.16,-2.1,-2.15,-1.18,0,0,0,26,15,18,0,0,0,52.9,31.69,31.12,0,0,0,23,11,0,0,0,0,47.17,23.41,0
1975-06-16,-0.82,-0.33,-1.19,-1.85,-2.2,-1.71,-0.34,-0.08,-1.1,-2.16,-2.17,-1.18,0,0,0,27,16,19,0,0,0,54.75,33.89,32.83,0,0,0,24,12,0,0,0,0,49.33,25.58,0
1975-06-23,-0.6,-0.22,-1.03,-1.86,-2.18,-1.71,-0.36,0.1,-0.91,-2.18,-2.17,-1.18,0,0,0,28,17,20,0,0,0,56.61,36.07,34.54,0,0,0,25,13,0,0,0,0,51.51,27.75,0
1975-07-01,-1.58,-1.21,-1.16,-1.91,-2.16,-1.76,-0.47,-0.51,-0.89,-2.15,-2.16,-1.18,1,0,0,29,18,21,1.58,0,0,58.52,38.23,36.3,0,0,0,26,14,0,0,0,0,53.66,29.91,0
1975-07-09,-2.2,-1.58,-1.3,-1.97,-2.21,-1.82,-1.83,-0.92,-0.98,-2.12,-2.16,-1.19,2,1,1,30,19,22,3.78,1.58,1.3,60.49,40.44,38.12,1,0,0,27,15,0,1.83,0,0,55.78,32.07,0
1975-07-16,-2.43,-2.31,-1.69,-2.08,-2.26,-1.91,-2.13,-1.19,-1.29,-2.04,-2.16,-1.19,3,2,2,31,20,23,6.21,3.89,2.99,62.57,42.7,40.03,2,0,1,28,16,0,3.96,0,1.29,57.82,34.23,0
1975-07-23,-2.09,-2.19,-1.64,-2.02,-2.27,-1.93,-1.64,-1.11,-1.14,-1.98,-2.15,-1.19,4,3,3,32,21,24,8.3,6.08,4.63,64.59,44.97,41.96,3,0,0,29,17,0,5.6,0,0,59.8,36.38,0
1975-08-01,-1.81,-2.05,-1.73,-1.96,-2.2,-1.94,-1.83,-1.06,-1.06,-1.82,-2.15,-1.19,5,4,4,33,22,25,10.11,8.13,6.36,66.55,47.17,43.9,4,0,0,30,18,0,7.43,0,0,61.62,38.53,0
1975-08-09,-1.69,-2.17,-1.75,-1.9,-2.19,-1.96,-0.09,-0.93,-0.87,-1.77,-2.12,-1.19,6,5,5,34,23,26,11.8,10.3,8.11,68.45,49.36,45.86,0,0,0,31,19,0,0,0,0,63.39,40.65,0
1975-08-16,-0.98,-2.32,-1.85,-1.9,-2.21,-1.98,-0.18,-1.24,-0.88,-1.72,-2.13,-1.2,0,6,6,35,24,27,0,12.62,9.96,70.35,51.57,47.84,0,0,0,32,20,0,0,0,0,65.11,42.78,0
1975-08-23,-1.1,-2.17,-1.84,-1.8,-2.17,-1.99,-0.48,-1.32,-0.9,-1.55,-2.14,-1.21,0,7,7,36,25,28,0,14.79,11.8,72.15,53.74,49.83,0,1,0,33,21,0,0,1.32,0,66.66,44.92,0
1975-09-01,-1.19,-2.14,-1.86,-1.73,-2.19,-1.96,-0.38,-1.34,-0.67,-1.37,-2.15,-1.21,0,8,8,37,26,29,0,16.93,13.66,73.88,55.93,51.79,0,2,0,34,22,0,0,2.66,0,68.03,47.07,0
1975-09-09,-0.91,-2.13,-1.98,-1.73,-2.13,-1.97,-0.23,-1.15,-0.57,-1.27,-2.16,-1.21,0,9,9,38,27,30,0,19.06,15.64,75.61,58.06,53.76,0,0,0,0,23,0,0,0,0,0,49.23,0
1975-09-16,-1.14,-2.1,-1.89,-1.77,-2.18,-2.05,-0.27,-1.07,-0.47,-1.25,-2.26,-1.34,0,10,10,39,28,31,0,21.16,17.53,77.38,60.24,55.81,0,0,0,0,24,1,0,0,0,0,51.49,1.34
1975-09-23,-0.66,-1.94,-1.8,-1.66,-2.22,-2.01,0.5,-0.07,-0.1,-0.98,-2.2,-1.27,0,11,11,40,29,32,0,23.1,19.33,79.04,62.46,57.82,0,0,0,0,25,0,0,0,0,0,53.69,0
1975-10-01,-1.99,-2.02,-2.39,-1.8,-2.28,-2.1,0.17,-0.27,-0.75,-1.02,-2.21,-1.28,1,12,12,41,30,33,1.99,25.12,21.72,80.84,64.74,59.92,0,0,0,0,26,0,0,0,0,0,55.9,0
1975-10-09,-1.83,-1.93,-2.29,-1.86,-2.25,-2.04,-0.03,-0.36,-1.11,-1.18,-2.21,-1.24,2,13,13,42,31,34,3.82,27.05,24.01,82.7,66.99,61.96,0,0,0,0,27,0,0,0,0,0,58.11,0
1975-10-16,-1.29,-1.69,-2.45,-2.06,-2.23,-2.06,-0.38,-0.72,-1.48,-1.64,-2.19,-1.3,3,14,14,43,32,35,5.11,28.74,26.46,84.76,69.22,64.02,0,0,1,1,28,1,0,0,1.48,1.64,60.3,1.3
1975-10-23,-1.62,-1.89,-2.52,-2.1,-2.2,-1.95,-1.44,-1.04,-1.59,-1.79,-2.34,-1.28,4,15,15,44,33,36,6.73,30.63,28.98,86.86,71.42,65.97,1,0,2,2,29,0,1.44,0,3.07,3.43,62.64,0
1975-11-01,-1.21,-1.93,-2.58,-2.24,-2.31,-2.02,-1.75,-1.29,-1.68,-2,-2.44,-1.4,0,16,16,45,34,37,0,32.56,31.56,89.1,73.73,67.99,2,1,3,3,30,1,3.19,1.29,4.75,5.43,65.08,1.4
1975-11-09,-1.32,-2,-2.59,-2.22,-2.24,-2.04,-1.73,-1.42,-1.69,-1.82,-2.45,-1.53,1,17,17,46,35,38,1.32,34.56,34.15,91.32,75.97,70.03,3,2,4,4,31,2,4.92,2.71,6.44,7.25,67.53,2.93
1975-11-16,-1.55,-2.25,-2.65,-2.37,-2.31,-2.09,-1.43,-1.51,-1.8,-1.96,-2.45,-1.55,2,18,18,47,36,39,2.87,36.81,36.8,93.69,78.28,72.12,4,3,5,5,32,3,6.35,4.22,8.24,9.21,69.98,4.48
1975-11-23,-1.13,-2.02,-2.55,-2.47,-2.24,-2.06,-0.7,-1.16,-1.43,-1.74,-2.13,-1.42,0,19,19,48,37,40,0,38.83,39.35,96.16,80.52,74.18,0,0,6,6,33,4,0,0,9.67,10.95,72.11,5.9
1975-12-01,-0.03,-1.31,-2.07,-2.19,-2.06,-2.01,0.29,-0.54,-0.73,-1.03,-1.65,-1.24,0,20,20,49,38,41,0,40.14,41.42,98.35,82.58,76.19,0,0,0,0,34,0,0,0,0,0,73.76,0
1975-12-09,0.06,-1.25,-1.99,-2.18,-2.08,-2.09,0.32,-0.62,-0.78,-0.94,-1.64,-1.31,0,0,21,50,39,42,0,0,43.41,100.53,84.66,78.28,0,0,0,0,35,1,0,0,0,0,75.4,1.31
1975-12-16,0.37,-1.22,-1.95,-2.11,-2.05,-2.16,0.41,-0.74,-0.92,-0.98,-1.65,-1.44,0,0,22,51,40,43,0,0,45.36,102.64,86.71,80.44,0,0,0,0,36,2,0,0,0,0,77.05,2.75
1975-12-23,0.21,-1.34,-1.93,-1.95,-2.09,-2.34,0.35,-0.86,-0.86,-0.87,-1.52,-1.52,0,1,23,52,41,44,0,1.34,47.29,104.59,88.8,82.78,0,0,0,0,37,3,0,0,0,0,78.57,4.27
1976-01-01,-0.58,-1.17,-1.92,-2.23,-2.36,-2.5,-0.45,-0.96,-0.99,-1.2,-1.68,-1.57,0,0,24,53,42,45,0,0,49.21,106.82,91.16,85.28,0,0,0,0,38,4,0,0,0,0,80.25,5.84
1976-01-09,-0.74,-1.15,-1.79,-2.11,-2.53,-2.44,-0.78,-1.02,-1.11,-1.42,-1.93,-1.58,0,0,25,54,43,46,0,0,51,108.93,93.69,87.72,0,0,0,1,39,5,0,0,0,1.42,82.18,7.42
1976-01-16,-0.68,-1.01,-1.51,-2.04,-2.46,-2.4,-0.66,-0.89,-1.11,-1.37,-2.04,-1.52,0,0,26,55,44,47,0,0,52.51,110.97,96.15,90.12,0,0,0,2,40,6,0,0,0,2.79,84.22,8.94
1976-01-23,-0.17,-0.68,-1.41,-1.85,-2.21,-2.14,-0.21,-0.51,-0.93,-1.11,-1.65,-1.27,0,0,27,56,45,48,0,0,53.92,112.82,98.36,92.26,0,0,0,0,41,0,0,0,0,0,85.87,0
1976-02-01,0.27,-0.37,-1.23,-1.64,-2,-2.04,0.3,-0.15,-0.74,-0.87,-1.36,-1.07,0,0,0,57,46,49,0,0,0,114.46,100.36,94.3,0,0,0,0,42,0,0,0,0,0,87.23,0
1976-02-09,0.45,-0.26,-1.13,-1.62,-1.86,-1.97,0.51,-0.07,-0.72,-0.85,-1.22,-0.99,0,0,0,58,47,50,0,0,0,116.08,102.22,96.27,0,0,0,0,0,0,0,0,0,0,0,0
1976-02-16,0.56,-0.03,-1.11,-1.63,-1.9,-1.94,0.65,0.03,-0.76,-0.88,-1.22,-0.98,0,0,0,59,48,51,0,0,0,117.71,104.12,98.21,0,0,0,0,0,0,0,0,0,0,0,0
1976-02-23,0.5,0.05,-1.04,-1.56,-1.87,-2.06,0.8,0.23,-0.55,-0.66,-0.97,-1.18,0,0,0,60,49,52,0,0,0,119.27,105.99,100.27,0,0,0,0,0,0,0,0,0,0,0,0
1976-03-01,0.61,-0.03,-0.85,-1.4,-1.65,-2.09,0.88,0.13,-0.36,-0.46,-0.68,-1.23,0,0,0,61,50,53,0,0,0,120.67,107.64,102.36,0,0,0,0,0,0,0,0,0,0,0,0
1976-03-09,0.54,0.05,-0.81,-1.38,-1.6,-2.02,0.82,0.15,-0.38,-0.48,-0.64,-1.17,0,0,0,62,51,54,0,0,0,122.05,109.24,104.38,0,0,0,0,0,0,0,0,0,0,0,0
1976-03-16,0.78,0.18,-0.7,-1.35,-1.46,-2.01,1.04,0.31,-0.31,-0.43,-0.52,-1.19,0,0,0,63,52,55,0,0,0,123.4,110.7,106.39,0,0,0,0,0,0,0,0,0,0,0,0
1976-03-23,0.78,0.34,-0.7,-1.29,-1.36,-2.32,0.63,0.38,-0.38,-0.41,-0.44,-1.64,0,0,0,64,53,56,0,0,0,124.69,112.06,108.71,0,0,0,0,0,1,0,0,0,0,0,1.64
1976-04-01,0.44,0.49,-0.52,-1.18,-1.47,-2.42,0.13,0.48,-0.39,-0.44,-0.6,-1.75,0,0,0,0,54,57,0,0,0,0,113.53,111.13,0,0,0,0,0,2,0,0,0,0,0,3.39
1976-04-09,0.44,0.51,-0.49,-1.14,-1.48,-2.46,0.13,0.55,-0.38,-0.48,-0.66,-1.85,0,0,0,0,55,58,0,0,0,0,115.01,113.59,0,0,0,0,0,3,0,0,0,0,0,5.24
1976-04-16,0.13,0.62,-0.45,-0.99,-1.48,-2.47,-0.21,0.63,-0.34,-0.52,-0.69,-1.86,0,0,0,0,56,59,0,0,0,0,116.49,116.06,0,0,0,0,0,4,0,0,0,0,0,7.1
1976-04-23,-0.29,0.52,-0.33,-0.97,-1.46,-2.47,-0.46,0.56,-0.18,-0.5,-0.63,-1.86,0,0,0,0,57,60,0,0,0,0,117.95,118.53,0,0,0,0,0,5,0,0,0,0,0,8.96
1976-05-01,1.11,0.9,0.14,-0.67,-1.14,-2.34,1.15,0.91,0.28,-0.16,-0.25,-1.63,0,0,0,0,0,61,0,0,0,0,0,120.87,0,0,0,0,0,6,0,0,0,0,0,10.59
1976-05-09,1.93,1.16,0.43,-0.4,-0.96,-2.24,2.13,1.14,0.51,-0.01,-0.1,-1.49,0,0,0,0,0,62,0,0,0,0,0,123.11,0,0,0,0,0,7,0,0,0,0,0,12.08
1976-05-16,2.13,1.26,0.65,-0.35,-0.96,-2.25,2.5,1.24,0.62,-0.01,-0.11,-1.49,0,0,0,0,0,63,0,0,0,0,0,125.36,0,0,0,0,0,8,0,0,0,0,0,13.57
1976-05-23,2.28,1.23,0.66,-0.34,-0.92,-2.21,2.86,1.05,0.62,-0.02,-0.11,-1.5,0,0,0,0,0,64,0,0,0,0,0,127.57,0,0,0,0,0,9,0,0,0,0,0,15.07
1976-06-01,1.26,1.05,0.42,-0.35,-0.91,-2.2,1.49,0.84,0.4,-0.03,-0.12,-1.5,0,0,0,0,0,65,0,0,0,0,0,129.77,0,0,0,0,0,10,0,0,0,0,0,16.57
1976-06-09,-0.41,1.09,0.5,-0.34,-0.91,-2.21,-2.13,0.93,0.48,-0.04,-0.13,-1.5,0,0,0,0,0,66,0,0,0,0,0,131.98,1,0,0,0,0,11,2.13,0,0,0,0,18.07
1976-06-16,-0.08,1.08,0.61,-0.25,-0.87,-2.19,-0.34,0.93,0.59,0.01,-0.1,-1.49,0,0,0,0,0,67,0,0,0,0,0,134.17,0,0,0,0,0,12,0,0,0,0,0,19.56
1976-06-23,-0.25,1.12,0.72,-0.29,-0.86,-2.18,-0.04,1.15,0.68,-0.05,-0.09,-1.49,0,0,0,0,0,68,0,0,0,0,0,136.35,0,0,0,0,0,13,0,0,0,0,0,21.05
1976-07-01,-0.02,1.19,0.84,-0.11,-0.74,-2.08,0.91,1.45,0.87,0.02,-0.05,-1.45,0,0,0,0,0,69,0,0,0,0,0,138.43,0,0,0,0,0,14,0,0,0,0,0,22.5
1976-07-09,0.1,1.37,0.94,-0.03,-0.68,-2.08,1.52,2.12,1.03,0.07,-0.03,-1.43,0,0,0,0,0,70,0,0,0,0,0,140.51,0,0,0,0,0,15,0,0,0,0,0,23.93
1976-07-16,-0.36,1.47,1.03,0.05,-0.51,-2.04,1.19,2.46,1.16,0.16,-0.02,-1.43,0,0,0,0,0,71,0,0,0,0,0,142.55,0,0,0,0,0,16,0,0,0,0,0,25.36
1976-07-23,-0.1,1.49,0.99,0.17,-0.47,-2.02,1.24,2.76,1.14,0.28,-0.02,-1.43,0,0,0,0,0,72,0,0,0,0,0,144.57,0,0,0,0,0,17,0,0,0,0,0,26.79
1976-08-01,-0.91,0.15,0.81,0.17,-0.56,-2.02,0.39,1.48,1.08,0.4,-0.02,-1.42,0,0,0,0,0,73,0,0,0,0,0,146.59,0,0,0,0,0,18,0,0,0,0,0,28.21
1976-08-09,-1.33,-0.95,0.69,0.15,-0.57,-2.02,-0.64,-0.07,1.08,0.47,-0.03,-1.41,1,0,0,0,0,74,1.33,0,0,0,0,148.61,0,0,0,0,0,19,0,0,0,0,0,29.62
1976-08-16,-1.61,-1.1,0.69,0.29,-0.56,-2.03,-0.21,0.06,1.2,0.59,-0.02,-1.41,2,0,0,0,0,75,2.94,0,0,0,0,150.64,0,0,0,0,0,20,0,0,0,0,0,31.03
1976-08-23,-1.54,-0.97,0.66,0.33,-0.52,-2,-0.07,0.26,1.03,0.61,-0.01,-1.41,3,0,0,0,0,76,4.48,0,0,0,0,152.64,0,0,0,0,0,21,0,0,0,0,0,32.44
1976-09-01,-1.22,-1.15,0.39,0.07,-0.57,-2.03,-0.14,0.4,0.84,0.4,-0.02,-1.42,0,0,0,0,0,77,0,0,0,0,0,154.67,0,0,0,0,0,22,0,0,0,0,0,33.86
1976-09-09,-0.77,-1.14,0.35,0.1,-0.57,-1.98,0.17,0.48,0.93,0.49,-0.02,-1.42,0,0,0,0,0,78,0,0,0,0,0,156.65,0,0,0,0,0,23,0,0,0,0,0,35.28
1976-09-16,-0.45,-1.18,0.28,0.15,-0.51,-1.99,0.42,0.41,0.92,0.59,0.02,-1.42,0,0,0,0,0,79,0,0,0,0,0,158.64,0,0,0,0,0,24,0,0,0,0,0,36.7
1976-09-23,-0.44,-1.07,0.27,0.31,-0.51,-1.99,0.71,0.72,1.26,0.76,0.02,-1.38,0,0,0,0,0,80,0,0,0,0,0,160.63,0,0,0,0,0,25,0,0,0,0,0,38.08
1976-10-01,0.03,-1.11,0.24,0.38,-0.38,-1.95,0.64,0.42,1.37,0.89,0.04,-1.36,0,0,0,0,0,81,0,0,0,0,0,162.58,0,0,0,0,0,26,0,0,0,0,0,39.44
1976-10-09,0.48,-0.93,0.35,0.5,-0.3,-1.84,0.79,0.49,1.8,1.08,0.12,-1.28,0,0,0,0,0,82,0,0,0,0,0,164.42,0,0,0,0,0,0,0,0,0,0,0,0
1976-10-16,-0.09,-1.06,0.25,0.52,-0.29,-1.82,0.26,0.11,1.56,1.11,0.13,-1.26,0,0,0,0,0,83,0,0,0,0,0,166.24,0,0,0,0,0,0,0,0,0,0,0,0
1976-10-23,-0.28,-1.1,0.16,0.37,-0.24,-1.75,0.11,0.16,1.3,1.08,0.24,-1.22,0,0,0,0,0,84,0,0,0,0,0,167.99,0,0,0,0,0,0,0,0,0,0,0,0
1976-11-01,-0.58,-0.93,-0.7,0.11,-0.23,-1.79,-0.32,-0.16,0.16,0.81,0.25,-1.27,0,0,0,0,0,85,0,0,0,0,0,169.78,0,0,0,0,0,0,0,0,0,0,0,0
1976-11-09,-0.58,-0.57,-0.99,0.12,-0.16,-1.7,-0.36,-0.07,-0.16,0.77,0.34,-1.2,0,0,0,0,0,86,0,0,0,0,0,171.48,0,0,0,0,0,0,0,0,0,0,0,0
1976-11-16,-0.21,-0.4,-0.91,0.16,0.01,-1.67,-0.05,-0.08,-0.14,0.77,0.42,-1.16,0,0,0,0,0,87,0,0,0,0,0,173.15,0,0,0,0,0,0,0,0,0,0,0,0
1976-11-23,-0.49,-0.69,-1.05,-0.03,-0.07,-1.65,-0.54,-0.35,-0.36,0.34,0.28,-1.15,0,0,0,0,0,88,0,0,0,0,0,174.8,0,0,0,0,0,0,0,0,0,0,0,0
1976-12-01,-0.21,-0.55,-0.99,-0.21,-0.27,-1.65,-0.22,-0.37,-0.36,0.12,0.05,-1.12,0,0,0,0,0,89,0,0,0,0,0,176.45,0,0,0,0,0,0,0,0,0,0,0,0
1976-12-09,0.55,0.09,-0.45,0.2,0.06,-1.48,0.52,0.22,0.24,0.58,0.44,-0.81,0,0,0,0,0,90,0,0,0,0,0,177.93,0,0,0,0,0,0,0,0,0,0,0,0
1976-12-16,0.64,0.12,-0.45,0.21,0.13,-1.42,0.7,0.28,0.29,0.62,0.57,-0.67,0,0,0,0,0,91,0,0,0,0,0,179.35,0,0,0,0,0,0,0,0,0,0,0,0
1976-12-23,0.92,0.09,-0.36,0.16,0.26,-1.33,0.98,0.23,0.31,0.64,0.65,-0.52,0,0,0,0,0,92,0,0,0,0,0,180.68,0,0,0,0,0,0,0,0,0,0,0,0
1977-01-01,0.88,0.06,-0.4,0.13,0.32,-1.4,0.94,0.18,0.21,0.63,0.72,-0.55,0,0,0,0,0,93,0,0,0,0,0,182.08,0,0,0,0,0,0,0,0,0,0,0,0
1977-01-09,-0.04,-0.13,-0.51,0.01,0.32,-1.46,0.15,0,0.06,0.58,0.75,-0.65,0,0,0,0,0,94,0,0,0,0,0,183.54,0,0,0,0,0,0,0,0,0,0,0,0
1977-01-16,0.4,0.25,-0.26,0.23,0.5,-1.38,0.46,0.36,0.29,0.77,0.95,-0.55,0,0,0,0,0,95,0,0,0,0,0,184.92,0,0,0,0,0,0,0,0,0,0,0,0
1977-01-23,0.4,0.27,-0.29,0.2,0.43,-1.24,0.5,0.39,0.32,0.78,0.89,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977-02-01,0.07,0.22,-0.3,-0.29,0.23,-1.25,0.32,0.39,0.19,0.32,0.69,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977-02-09,-0.09,0.02,-0.35,-0.62,0.09,-1.27,0.26,0.25,0.08,0.04,0.58,-0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977-02-16,-0.46,0.15,-0.24,-0.56,0.18,-1.18,-0.12,0.36,0.14,0.12,0.67,-0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977-02-23,-0.56,0.27,-0.32,-0.59,0.12,-1.16,-0.28,0.51,0.12,0.11,0.52,-0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977-03-01,-0.75,0.05,-0.44,-0.72,-0.17,-1.22,-0.21,0.43,0.02,0.03,0.3,-0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
